0,0,0
0,0,-0.001
0,0,-0.001
0.011,-0.001,-0.004
0.641,-0.011,-0.007
0.696,-0.012,-0.099
0.7,-0.015,-0.896
0.694,0.004,-1.512
0.699,0.027,-2.125
0.716,0.041,-2.763
0.729,0.043,2.906
0.733,0.041,2.231
0.733,0.042,1.582
0.739,0.059,0.922
0.76,0.074,0.314
0.769,0.074,-0.211
1.062,0.014,-0.23
1.664,-0.133,-0.261
2.287,-0.296,-0.271
2.914,-0.494,-0.32
3.507,-0.685,-0.314
4.119,-0.841,-0.202
4.727,-0.983,-0.185
5.368,-1.029,-0.078
5.992,-1.1,-0.135
6.623,-1.168,-0.132
7.234,-1.27,-0.172
7.854,-1.362,-0.157
8.439,-1.462,-0.161
8.823,-1.52,-0.131
8.826,-1.518,-0.663
8.928,-1.65,-0.932
9.297,-2.166,-0.95
9.681,-2.676,-0.898
10.093,-3.167,-0.876
10.517,-3.651,-0.841
10.945,-4.134,-0.849
11.229,-4.448,-0.84
11.22,-4.42,-1.16
11.224,-4.399,-1.33
11.373,-4.971,-1.311
11.528,-5.565,-1.342
11.656,-6.123,-1.364
11.77,-6.712,-1.403
11.868,-7.301,-1.438
11.933,-7.917,-1.494
11.972,-8.536,-1.514
12.001,-9.155,-1.556
12.005,-9.779,-1.563
12.006,-10.4,-1.614
11.961,-10.99,-1.659
11.914,-11.583,-1.688
11.826,-12.162,-1.765
11.732,-12.72,-1.753
11.628,-13.229,-1.815
11.634,-13.197,-1.81
11.633,-13.2,-1.8
11.496,-13.818,-1.811
11.354,-14.428,-1.765
11.232,-15.033,-1.789
11.107,-15.638,-1.768
10.98,-16.238,-1.819
10.837,-16.785,-1.779
10.689,-17.36,-1.814
10.56,-17.901,-1.751
10.429,-18.474,-1.803
10.281,-19.066,-1.811
10.121,-19.659,-1.81
10.015,-20.107,-1.826
10.022,-20.097,-1.981
10.039,-20.095,-2.655
10.05,-20.097,2.985
10.063,-20.1,2.976
10.071,-20.102,2.911
10.064,-20.091,2.289
10.064,-20.092,1.937
10.068,-20.082,2.631
10.07,-20.08,2.864
