0,0,0
0,0,-0.001
0,0,-0.001
0.011,-0.001,-0.004
0.641,-0.011,-0.007
0.696,-0.012,-0.099
0.7,-0.015,-0.896
0.694,0.004,-1.512
0.699,0.027,-2.125
0.716,0.041,-2.763
0.729,0.043,2.906
0.733,0.041,2.231
0.733,0.042,1.582
0.739,0.059,0.922
0.76,0.074,0.314
0.769,0.074,-0.211
1.062,0.014,-0.23
1.664,-0.133,-0.261
2.287,-0.296,-0.271
2.914,-0.494,-0.32
3.507,-0.685,-0.314
4.119,-0.841,-0.203
4.727,-0.983,-0.185
5.367,-1.029,-0.078
5.992,-1.1,-0.135
6.622,-1.169,-0.132
7.234,-1.271,-0.173
7.853,-1.363,-0.157
8.438,-1.463,-0.162
8.821,-1.521,-0.131
8.825,-1.519,-0.664
8.927,-1.651,-0.932
9.296,-2.168,-0.951
9.678,-2.678,-0.899
10.09,-3.169,-0.877
10.513,-3.653,-0.842
10.941,-4.135,-0.85
11.224,-4.449,-0.841
11.216,-4.421,-1.161
11.22,-4.401,-1.331
11.368,-4.974,-1.312
11.522,-5.568,-1.343
11.65,-6.127,-1.365
11.763,-6.717,-1.404
11.86,-7.307,-1.44
11.924,-7.923,-1.496
11.962,-8.542,-1.516
11.99,-9.161,-1.558
11.993,-9.786,-1.564
11.993,-10.406,-1.616
11.947,-10.996,-1.66
11.899,-11.59,-1.69
11.811,-12.167,-1.767
11.716,-12.726,-1.754
11.611,-13.234,-1.817
11.617,-13.202,-1.812
11.616,-13.205,-1.801
11.478,-13.823,-1.813
11.334,-14.433,-1.767
11.211,-15.038,-1.791
11.085,-15.642,-1.769
10.957,-16.242,-1.82
10.812,-16.79,-1.781
10.664,-17.363,-1.816
10.533,-17.905,-1.753
10.401,-18.477,-1.805
10.251,-19.068,-1.813
10.09,-19.659,-1.812
9.983,-20.107,-1.828
9.99,-20.097,-1.983
10.007,-20.095,-2.657
10.017,-20.097,2.984
10.031,-20.1,2.974
10.038,-20.102,2.909
10.032,-20.091,2.288
10.032,-20.092,1.935
10.036,-20.083,2.629
10.038,-20.08,2.862
