0.000000,0.000000,0.000000
0.000000,0.000000,-0.000642
0.000000,0.000000,-0.001180
0.011002,-0.000975,-0.003562
0.641008,-0.011200,-0.007444
0.696016,-0.011716,-0.098726
0.700269,-0.015435,-0.895998
0.693956,0.004214,-1.511535
0.699263,0.026694,-2.125069
0.716115,0.041123,-2.763139
0.728981,0.043221,2.905515
0.733204,0.040538,2.231236
0.733186,0.041546,1.581762
0.738753,0.059071,0.922264
0.759658,0.073751,0.314025
0.768572,0.074358,-0.210903
1.062494,0.014153,-0.229595
1.663647,-0.133114,-0.260823
2.287001,-0.296479,-0.271000
2.914297,-0.494253,-0.319576
3.527220,-0.693984,-0.308933
4.152895,-0.850913,-0.191238
4.779014,-0.992338,-0.168556
5.423978,-1.030004,-0.054484
6.064382,-1.090995,-0.105423
6.707928,-1.144399,-0.096821
7.315680,-1.224077,-0.137153
7.929761,-1.294247,-0.121079
8.510243,-1.372631,-0.125240
8.886549,-1.416444,-0.094136
8.893462,-1.418019,-0.625522
9.005697,-1.557776,-0.893355
9.398300,-2.067293,-0.911506
9.800909,-2.566876,-0.858368
10.230894,-3.045073,-0.834898
10.670845,-3.512971,-0.797906
11.118351,-3.980270,-0.803680
11.413883,-4.282105,-0.793023
11.416535,-4.285314,-1.109584
11.425445,-4.316264,-1.276487
11.612551,-4.916544,-1.255922
11.808527,-5.541271,-1.284316
11.976727,-6.133095,-1.303279
12.132496,-6.760245,-1.339357
12.273341,-7.389608,-1.372003
12.381158,-8.023415,-1.427426
12.464527,-8.661628,-1.446702
12.536777,-9.300724,-1.488240
12.585191,-9.946459,-1.494639
12.629511,-10.588500,-1.545288
12.623739,-11.202497,-1.589586
12.613477,-11.816831,-1.619614
12.558114,-12.427132,-1.697131
12.497324,-13.013153,-1.685264
12.418715,-13.557680,-1.747661
12.419727,-13.549744,-1.742676
12.414348,-13.580350,-1.732396
12.310918,-14.233874,-1.743844
12.203760,-14.876535,-1.697418
12.115092,-15.515346,-1.720561
12.025763,-16.150797,-1.698500
11.930752,-16.787977,-1.748266
11.833010,-17.390731,-1.709239
11.733606,-17.998515,-1.746382
11.649136,-18.607581,-1.685617
11.563372,-19.214880,-1.740522
11.460062,-19.848619,-1.752656
11.343152,-20.481951,-1.756181
11.257576,-20.955256,-1.774331
11.255190,-20.964979,-1.932353
11.251941,-20.972069,-2.613265
11.258231,-20.971403,3.020986
11.258231,-20.971403,3.009196
11.254706,-20.970679,2.941682
11.251647,-20.968771,2.313798
11.250302,-20.968291,1.957267
11.239519,-20.956997,2.644601
11.227573,-20.952338,2.874133
10.929864,-20.969392,-3.076000
10.295663,-21.019100,-3.083625
9.648077,-21.026221,3.122277
9.008655,-21.005803,3.093708
8.367334,-20.952196,3.043419
7.730231,-20.888699,3.024389
7.095783,-20.785073,2.952782
6.465183,-20.660327,2.966719
5.750809,-20.513126,2.886730
5.163558,-20.341012,2.848618
4.815871,-20.234567,2.823506
4.792327,-20.235108,-3.054605
4.149212,-20.288630,-3.081395
3.497180,-20.337579,-3.028289
2.861631,-20.387681,-3.140035
2.221014,-20.339860,3.045532
1.585962,-20.258627,3.005169
0.940666,-20.228770,-3.139936
0.302220,-20.232545,-3.119921
-0.314014,-20.219534,3.087657
-0.922577,-20.164722,3.024331
-1.648791,-20.093529,3.065411
-2.230829,-20.023286,3.007278
